Date,Time,Gender,Device,Activity
7/17/14,9:50 AM,female,desktop,1
7/17/14,9:55 AM,female,mobile,1
7/17/14,10:04 AM,male,mobile,0
7/17/14,10:11 AM,male,tablet,0
7/17/14,10:14 AM,male,desktop,0
7/17/14,10:15 AM,male,tablet,1
7/17/14,10:24 AM,female,desktop,0
7/17/14,10:38 AM,male,tablet,0
7/17/14,10:47 AM,female,mobile,1
7/17/14,10:51 AM,male,desktop,1
7/17/14,11:02 AM,female,tablet,1
7/17/14,11:05 AM,male,mobile,1
7/17/14,11:05 AM,male,mobile,1
7/17/14,11:09 AM,female,mobile,1
7/17/14,11:19 AM,male,desktop,1
7/17/14,11:27 AM,female,tablet,0
7/17/14,11:32 AM,male,desktop,0
7/17/14,11:34 AM,female,desktop,1
7/17/14,11:43 AM,female,tablet,1
7/17/14,11:51 AM,male,tablet,0
7/17/14,11:58 AM,male,desktop,1
7/17/14,12:08 PM,male,tablet,1
7/17/14,12:20 PM,female,tablet,0
7/17/14,12:20 PM,female,tablet,1
7/17/14,12:49 PM,male,mobile,1
7/17/14,12:53 PM,female,desktop,1
7/17/14,1:06 PM,female,mobile,0
7/17/14,1:08 PM,male,tablet,0
7/17/14,1:09 PM,female,tablet,1
7/17/14,1:09 PM,male,desktop,0
7/17/14,1:10 PM,male,mobile,1
7/17/14,1:20 PM,female,desktop,0
7/17/14,1:29 PM,female,tablet,0
7/17/14,1:30 PM,female,tablet,1
7/17/14,1:32 PM,male,mobile,0
7/17/14,1:39 PM,male,mobile,0
7/17/14,1:39 PM,male,desktop,1
7/17/14,1:41 PM,male,desktop,1
7/17/14,1:47 PM,female,tablet,1
7/17/14,1:47 PM,female,desktop,0
7/17/14,1:57 PM,male,mobile,0
7/17/14,1:59 PM,male,tablet,1
7/17/14,2:26 PM,male,desktop,0
7/17/14,2:33 PM,female,desktop,1
7/17/14,2:40 PM,female,tablet,0
7/17/14,2:53 PM,female,tablet,1
7/17/14,2:54 PM,male,desktop,0
7/17/14,2:58 PM,female,mobile,0
7/17/14,3:00 PM,male,desktop,0
7/17/14,3:05 PM,female,tablet,0
7/17/14,3:06 PM,male,desktop,0
7/17/14,3:10 PM,male,tablet,1
7/17/14,3:13 PM,female,desktop,0
7/17/14,3:22 PM,female,mobile,1
7/17/14,3:28 PM,male,desktop,0
7/17/14,3:29 PM,female,mobile,0
7/17/14,3:31 PM,female,tablet,1
7/17/14,3:31 PM,male,tablet,1
7/17/14,3:49 PM,male,desktop,0
7/17/14,3:50 PM,female,mobile,1
7/17/14,3:55 PM,female,mobile,0
7/17/14,4:00 PM,female,mobile,1
7/17/14,4:01 PM,male,desktop,0
7/17/14,4:07 PM,male,desktop,0
7/17/14,4:08 PM,male,desktop,1
7/17/14,4:15 PM,female,desktop,1
7/17/14,4:21 PM,male,mobile,1
7/17/14,4:30 PM,female,desktop,1
7/17/14,4:33 PM,male,tablet,1
7/17/14,4:49 PM,male,desktop,1
7/17/14,5:02 PM,male,tablet,0
7/17/14,5:12 PM,male,mobile,1
7/17/14,5:16 PM,female,mobile,0
7/17/14,5:24 PM,female,tablet,0
7/17/14,5:35 PM,male,mobile,0
7/17/14,5:42 PM,male,tablet,0
7/17/14,5:54 PM,female,tablet,0
7/17/14,6:07 PM,female,desktop,0
7/17/14,6:22 PM,female,desktop,0
7/17/14,6:24 PM,male,tablet,0
7/17/14,6:25 PM,female,tablet,0
7/17/14,6:27 PM,male,tablet,1
7/17/14,6:40 PM,female,desktop,1
7/17/14,6:44 PM,male,desktop,0
7/17/14,6:49 PM,male,desktop,1
7/17/14,6:52 PM,male,desktop,1
7/17/14,7:21 PM,male,mobile,1
7/17/14,7:24 PM,female,mobile,0
7/17/14,7:37 PM,male,desktop,1
7/17/14,7:40 PM,male,tablet,0
7/17/14,7:42 PM,male,mobile,1
7/17/14,7:44 PM,male,desktop,1
7/17/14,7:49 PM,female,desktop,0
7/17/14,7:50 PM,female,mobile,0
7/17/14,7:54 PM,male,desktop,0
7/17/14,8:09 PM,male,desktop,0
7/17/14,8:25 PM,female,mobile,0
7/17/14,8:27 PM,female,tablet,0
7/17/14,8:31 PM,female,mobile,1
7/17/14,8:35 PM,male,mobile,0
7/17/14,8:46 PM,male,desktop,0
7/17/14,8:49 PM,female,tablet,1
7/17/14,8:50 PM,male,desktop,1
7/17/14,8:57 PM,male,mobile,0
7/17/14,9:06 PM,female,mobile,0
7/17/14,9:07 PM,male,tablet,1
7/17/14,9:09 PM,male,tablet,0
7/17/14,9:22 PM,male,mobile,0
7/17/14,9:27 PM,female,desktop,0
7/17/14,9:34 PM,female,desktop,0
7/17/14,9:36 PM,male,mobile,0
7/17/14,9:43 PM,male,mobile,0
7/17/14,9:46 PM,male,tablet,1
7/17/14,9:59 PM,female,mobile,1
7/17/14,10:12 PM,female,desktop,0
7/17/14,10:30 PM,male,tablet,0
7/17/14,10:39 PM,female,tablet,0
7/17/14,10:39 PM,male,mobile,1
7/17/14,10:54 PM,female,mobile,1
7/17/14,10:59 PM,female,desktop,1
7/17/14,11:13 PM,male,tablet,1
7/17/14,11:16 PM,female,mobile,0
7/17/14,11:20 PM,female,tablet,0
7/17/14,11:24 PM,male,tablet,1
7/17/14,11:24 PM,female,mobile,0
7/17/14,11:29 PM,female,desktop,0
7/17/14,11:35 PM,male,tablet,0
7/17/14,11:42 PM,female,desktop,0
7/17/14,11:54 PM,male,desktop,0
7/17/14,11:58 PM,male,mobile,1
7/18/14,12:02 AM,male,mobile,1
7/18/14,12:04 AM,female,mobile,0
7/18/14,12:07 AM,male,mobile,1
7/18/14,12:07 AM,male,desktop,0
7/18/14,12:10 AM,male,mobile,0
7/18/14,12:12 AM,male,desktop,0
7/18/14,12:12 AM,female,tablet,1
7/18/14,12:17 AM,male,mobile,0
7/18/14,12:25 AM,male,desktop,0
7/18/14,12:29 AM,male,mobile,0
7/18/14,12:31 AM,male,desktop,1
7/18/14,12:33 AM,male,mobile,0
7/18/14,12:34 AM,male,tablet,1
7/18/14,12:43 AM,male,desktop,0
7/18/14,12:45 AM,male,desktop,1
7/18/14,12:46 AM,male,desktop,0
7/18/14,12:48 AM,male,mobile,1
7/18/14,12:51 AM,male,mobile,1
7/18/14,12:51 AM,female,tablet,1
7/18/14,12:56 AM,female,tablet,1
7/18/14,12:59 AM,male,desktop,1
7/18/14,1:15 AM,female,desktop,1
7/18/14,1:16 AM,female,desktop,0
7/18/14,1:20 AM,male,desktop,1
7/18/14,1:33 AM,male,tablet,0
7/18/14,1:44 AM,female,tablet,0
7/18/14,1:49 AM,female,desktop,0
7/18/14,1:49 AM,female,tablet,1
7/18/14,1:51 AM,female,mobile,1
7/18/14,1:55 AM,female,tablet,1
7/18/14,2:00 AM,male,mobile,1
7/18/14,2:08 AM,male,tablet,0
7/18/14,2:21 AM,male,tablet,0
7/18/14,2:24 AM,male,tablet,1
7/18/14,2:28 AM,female,tablet,0
7/18/14,2:32 AM,female,tablet,0
7/18/14,2:35 AM,male,desktop,0
7/18/14,2:37 AM,male,mobile,1
7/18/14,2:49 AM,female,desktop,1
7/18/14,2:50 AM,female,mobile,1
7/18/14,2:52 AM,male,tablet,0
7/18/14,2:53 AM,male,mobile,0
7/18/14,3:00 AM,male,desktop,0
7/18/14,3:00 AM,male,tablet,1
7/18/14,3:05 AM,male,mobile,0
7/18/14,3:12 AM,male,mobile,1
7/18/14,3:17 AM,male,mobile,1
7/18/14,3:19 AM,female,desktop,0
7/18/14,3:34 AM,male,desktop,0
7/18/14,3:34 AM,male,mobile,1
7/18/14,3:52 AM,female,tablet,1
7/18/14,3:57 AM,female,tablet,0
7/18/14,3:57 AM,female,tablet,0
7/18/14,4:05 AM,female,desktop,0
7/18/14,4:21 AM,female,desktop,0
7/18/14,4:22 AM,male,tablet,0
7/18/14,4:34 AM,male,tablet,1
7/18/14,5:01 AM,female,tablet,1
7/18/14,5:01 AM,male,mobile,1
7/18/14,5:03 AM,male,desktop,0
7/18/14,5:04 AM,female,desktop,0
7/18/14,5:06 AM,male,desktop,1
7/18/14,5:08 AM,male,tablet,1
7/18/14,5:16 AM,male,tablet,1
7/18/14,5:16 AM,male,mobile,1
7/18/14,5:29 AM,female,desktop,0
7/18/14,5:31 AM,female,mobile,0
7/18/14,5:33 AM,female,mobile,0
7/18/14,5:36 AM,male,tablet,1
7/18/14,5:38 AM,female,mobile,0
7/18/14,5:41 AM,male,mobile,1
7/18/14,5:55 AM,male,mobile,1
7/18/14,5:57 AM,male,mobile,1
7/18/14,6:00 AM,female,mobile,1
7/18/14,6:09 AM,female,tablet,0
7/18/14,6:12 AM,female,tablet,1
7/18/14,6:13 AM,male,tablet,0
7/18/14,6:27 AM,female,desktop,0
7/18/14,6:27 AM,female,mobile,1
7/18/14,6:29 AM,female,tablet,1
7/18/14,6:34 AM,male,mobile,0
7/18/14,6:37 AM,male,desktop,0
7/18/14,6:38 AM,male,desktop,0
7/18/14,6:49 AM,male,mobile,1
7/18/14,6:52 AM,female,desktop,0
7/18/14,6:52 AM,male,tablet,1
7/18/14,7:00 AM,female,mobile,0
7/18/14,7:02 AM,male,tablet,1
7/18/14,7:03 AM,female,tablet,0
7/18/14,7:05 AM,male,mobile,0
7/18/14,7:07 AM,female,desktop,0
7/18/14,7:08 AM,female,mobile,1
7/18/14,7:11 AM,male,desktop,0
7/18/14,7:26 AM,female,desktop,0
7/18/14,7:29 AM,female,mobile,0
7/18/14,7:37 AM,female,tablet,0
7/18/14,7:38 AM,female,desktop,0
7/18/14,7:43 AM,female,desktop,1
7/18/14,7:45 AM,female,mobile,1
7/18/14,7:47 AM,female,mobile,1
7/18/14,7:51 AM,female,desktop,0
7/18/14,8:03 AM,female,desktop,0
7/18/14,8:04 AM,female,mobile,1
7/18/14,8:08 AM,female,desktop,1
7/18/14,8:12 AM,male,desktop,1
7/18/14,8:18 AM,female,tablet,1
7/18/14,8:19 AM,male,tablet,0
7/18/14,8:24 AM,male,mobile,0
7/18/14,8:25 AM,female,desktop,0
7/18/14,8:29 AM,female,mobile,0
7/18/14,8:29 AM,male,mobile,0
7/18/14,8:43 AM,female,desktop,1
7/18/14,8:44 AM,female,mobile,1
7/18/14,8:53 AM,female,desktop,0
7/18/14,8:55 AM,female,tablet,0
7/18/14,9:00 AM,male,mobile,1
7/18/14,9:08 AM,female,tablet,1
7/18/14,9:10 AM,female,mobile,0
7/18/14,9:34 AM,male,desktop,1
7/18/14,9:42 AM,female,desktop,0
7/18/14,9:55 AM,male,mobile,1
7/18/14,10:10 AM,male,desktop,1
7/18/14,10:15 AM,male,tablet,0
7/18/14,10:19 AM,male,mobile,1
7/18/14,10:20 AM,female,desktop,1
7/18/14,10:21 AM,female,mobile,0
7/18/14,10:33 AM,male,tablet,0
7/18/14,10:41 AM,male,mobile,1
7/18/14,10:44 AM,female,desktop,0
7/18/14,10:47 AM,female,mobile,0
7/18/14,10:50 AM,female,mobile,1
7/18/14,10:51 AM,male,desktop,1
7/18/14,11:00 AM,male,desktop,1
7/18/14,11:06 AM,male,desktop,0
7/18/14,11:17 AM,female,desktop,1
7/18/14,11:18 AM,male,tablet,0
7/18/14,11:21 AM,male,mobile,1
7/18/14,11:21 AM,female,desktop,0
7/18/14,11:23 AM,male,desktop,0
7/18/14,11:44 AM,female,tablet,1
7/18/14,12:08 PM,male,tablet,0
7/18/14,12:08 PM,male,mobile,1
7/18/14,12:39 PM,male,mobile,0
7/18/14,12:39 PM,female,mobile,1
7/18/14,12:42 PM,male,desktop,0
7/18/14,12:44 PM,female,mobile,0
7/18/14,12:48 PM,female,mobile,0
7/18/14,12:54 PM,female,mobile,1
7/18/14,12:56 PM,male,mobile,0
7/18/14,1:06 PM,male,tablet,1
7/18/14,1:08 PM,female,mobile,0
7/18/14,1:13 PM,female,mobile,1
7/18/14,1:21 PM,male,desktop,0
7/18/14,1:22 PM,male,tablet,1
7/18/14,1:24 PM,male,tablet,0
7/18/14,1:26 PM,male,desktop,0
7/18/14,1:30 PM,female,tablet,1
7/18/14,1:42 PM,female,mobile,1
7/18/14,1:44 PM,female,mobile,1
7/18/14,1:46 PM,male,desktop,0
7/18/14,1:48 PM,male,desktop,1
7/18/14,1:51 PM,female,mobile,1
7/18/14,1:53 PM,male,desktop,1
7/18/14,2:01 PM,male,desktop,1
7/18/14,2:09 PM,female,mobile,1
7/18/14,2:09 PM,female,tablet,0
7/18/14,2:13 PM,male,desktop,1
7/18/14,2:15 PM,male,tablet,0
7/18/14,2:30 PM,male,tablet,0
7/18/14,2:33 PM,male,mobile,1
7/18/14,2:39 PM,male,tablet,1
7/18/14,2:42 PM,male,tablet,0
7/18/14,2:42 PM,male,mobile,0
7/18/14,2:54 PM,male,mobile,1
7/18/14,2:57 PM,female,tablet,1
7/18/14,3:08 PM,female,desktop,1
7/18/14,3:10 PM,male,desktop,1
7/18/14,3:12 PM,female,desktop,0
7/18/14,3:13 PM,female,mobile,0
7/18/14,3:22 PM,male,mobile,0
7/18/14,3:30 PM,male,mobile,0
7/18/14,3:39 PM,female,desktop,1
7/18/14,3:41 PM,male,desktop,0
7/18/14,3:48 PM,female,mobile,1
7/18/14,4:01 PM,female,mobile,1
7/18/14,4:03 PM,female,mobile,1
7/18/14,4:04 PM,female,mobile,1
7/18/14,4:05 PM,female,mobile,0
7/18/14,4:07 PM,male,mobile,1
7/18/14,4:09 PM,male,mobile,0
7/18/14,4:09 PM,female,mobile,1
7/18/14,4:10 PM,female,desktop,1
7/18/14,4:25 PM,male,desktop,0
7/18/14,4:29 PM,female,desktop,1
7/18/14,4:34 PM,female,mobile,1
7/18/14,4:35 PM,female,mobile,0
7/18/14,4:53 PM,male,desktop,1
7/18/14,4:53 PM,female,mobile,1
7/18/14,4:56 PM,female,desktop,1
7/18/14,4:56 PM,male,mobile,0
7/18/14,4:57 PM,male,desktop,0
7/18/14,5:17 PM,male,mobile,0
7/18/14,5:20 PM,female,mobile,0
7/18/14,5:31 PM,male,mobile,0
7/18/14,5:42 PM,male,tablet,0
7/18/14,5:45 PM,male,mobile,1
7/18/14,5:56 PM,male,tablet,0
7/18/14,6:11 PM,female,desktop,0
7/18/14,6:12 PM,male,mobile,1
7/18/14,6:17 PM,male,tablet,0
7/18/14,6:19 PM,male,desktop,0
7/18/14,6:22 PM,male,desktop,1
7/18/14,6:33 PM,female,desktop,1
7/18/14,6:38 PM,male,mobile,1
7/18/14,6:38 PM,male,mobile,1
7/18/14,6:45 PM,female,tablet,0
7/18/14,6:51 PM,male,desktop,1
7/18/14,6:52 PM,male,mobile,0
7/18/14,7:04 PM,female,desktop,0
7/18/14,7:17 PM,male,desktop,1
7/18/14,7:18 PM,female,tablet,1
7/18/14,7:30 PM,male,tablet,0
7/18/14,7:42 PM,female,desktop,1
7/18/14,7:48 PM,female,mobile,0
7/18/14,7:49 PM,female,tablet,1
7/18/14,8:02 PM,female,tablet,1
7/18/14,8:02 PM,male,tablet,0
7/18/14,8:02 PM,male,tablet,0
7/18/14,8:02 PM,female,mobile,0
7/18/14,8:05 PM,male,mobile,0
7/18/14,8:18 PM,male,mobile,0
7/18/14,8:23 PM,male,tablet,1
7/18/14,8:24 PM,male,mobile,0
7/18/14,8:25 PM,female,desktop,0
7/18/14,8:32 PM,female,tablet,1
7/18/14,8:35 PM,female,desktop,1
7/18/14,8:45 PM,male,desktop,1
7/18/14,8:46 PM,male,mobile,1
7/18/14,8:53 PM,female,tablet,1
7/18/14,9:00 PM,male,desktop,0
7/18/14,9:00 PM,female,mobile,0
7/18/14,9:06 PM,male,mobile,1
7/18/14,9:12 PM,female,tablet,0
7/18/14,9:29 PM,female,mobile,1
7/18/14,9:32 PM,female,desktop,0
7/18/14,9:37 PM,male,tablet,0
7/18/14,9:48 PM,female,desktop,0
7/18/14,9:53 PM,female,desktop,0
7/18/14,10:06 PM,male,desktop,1
7/18/14,10:13 PM,male,tablet,1
7/18/14,10:15 PM,female,desktop,0
7/18/14,10:15 PM,male,tablet,1
7/18/14,10:19 PM,male,tablet,0
7/18/14,10:22 PM,male,tablet,0
7/18/14,10:29 PM,male,desktop,1
7/18/14,10:30 PM,male,desktop,1
7/18/14,10:33 PM,male,tablet,0
7/18/14,10:44 PM,female,tablet,0
7/18/14,11:03 PM,female,desktop,0
7/18/14,11:16 PM,female,desktop,0
7/18/14,11:17 PM,male,mobile,1
7/18/14,11:18 PM,female,desktop,1
7/18/14,11:19 PM,male,desktop,0
7/18/14,11:20 PM,male,desktop,0
7/18/14,11:36 PM,male,desktop,0
7/18/14,11:40 PM,male,mobile,0
7/18/14,11:40 PM,male,tablet,0
7/18/14,11:46 PM,female,desktop,0
7/18/14,11:54 PM,male,desktop,0
7/19/14,12:00 AM,female,mobile,1
7/19/14,12:05 AM,female,mobile,0
7/19/14,12:10 AM,male,mobile,1
7/19/14,12:11 AM,male,tablet,0
7/19/14,12:16 AM,male,tablet,0
7/19/14,12:19 AM,female,desktop,0
7/19/14,12:20 AM,male,desktop,1
7/19/14,12:24 AM,female,desktop,1
7/19/14,12:30 AM,male,desktop,0
7/19/14,12:35 AM,male,mobile,1
7/19/14,12:36 AM,male,desktop,1
7/19/14,12:37 AM,female,desktop,0
7/19/14,12:38 AM,female,tablet,0
7/19/14,12:40 AM,male,mobile,0
7/19/14,12:42 AM,female,tablet,0
7/19/14,12:48 AM,male,mobile,1
7/19/14,12:50 AM,male,tablet,1
7/19/14,12:56 AM,male,tablet,0
7/19/14,12:57 AM,female,tablet,1
7/19/14,12:58 AM,male,mobile,0
7/19/14,12:58 AM,female,mobile,0
7/19/14,1:08 AM,female,mobile,0
7/19/14,1:08 AM,male,desktop,1
7/19/14,1:18 AM,male,mobile,0
7/19/14,1:18 AM,male,desktop,0
7/19/14,1:19 AM,female,desktop,1
7/19/14,1:22 AM,female,tablet,1
7/19/14,1:23 AM,female,desktop,0
7/19/14,1:25 AM,female,desktop,0
7/19/14,1:34 AM,male,tablet,0
7/19/14,1:38 AM,male,desktop,1
7/19/14,1:48 AM,male,mobile,0
7/19/14,2:01 AM,female,mobile,1
7/19/14,2:02 AM,female,mobile,1
7/19/14,2:03 AM,male,desktop,0
7/19/14,2:10 AM,female,tablet,0
7/19/14,2:23 AM,female,mobile,0
7/19/14,2:47 AM,male,desktop,1
7/19/14,3:06 AM,male,tablet,1
7/19/14,3:16 AM,male,mobile,1
7/19/14,3:21 AM,female,tablet,0
7/19/14,3:22 AM,female,tablet,1
7/19/14,3:27 AM,female,tablet,1
7/19/14,3:29 AM,male,desktop,0
7/19/14,3:35 AM,male,mobile,1
7/19/14,3:37 AM,female,mobile,0
7/19/14,3:39 AM,female,tablet,1
7/19/14,3:50 AM,female,tablet,0
7/19/14,3:59 AM,female,mobile,0
7/19/14,4:03 AM,male,tablet,1
7/19/14,4:08 AM,male,mobile,0
7/19/14,4:11 AM,male,mobile,1
7/19/14,4:14 AM,female,desktop,1
7/19/14,4:20 AM,male,desktop,0
7/19/14,4:24 AM,male,tablet,1
7/19/14,4:27 AM,male,desktop,0
7/19/14,4:40 AM,male,mobile,1
7/19/14,4:43 AM,male,tablet,1
7/19/14,4:51 AM,male,desktop,1
7/19/14,4:52 AM,male,mobile,1
7/19/14,4:52 AM,female,tablet,0
7/19/14,5:02 AM,female,mobile,1
7/19/14,5:03 AM,female,mobile,1
7/19/14,5:11 AM,male,desktop,0
7/19/14,5:21 AM,female,desktop,1
7/19/14,5:32 AM,male,tablet,1
7/19/14,5:32 AM,female,mobile,1
7/19/14,5:33 AM,female,tablet,0
7/19/14,5:35 AM,female,tablet,0
7/19/14,5:36 AM,male,mobile,1
7/19/14,5:40 AM,female,mobile,0
7/19/14,5:46 AM,female,desktop,0
7/19/14,5:52 AM,male,desktop,1
7/19/14,6:06 AM,female,mobile,0
7/19/14,6:23 AM,male,desktop,0
7/19/14,6:39 AM,female,tablet,0
7/19/14,7:02 AM,male,mobile,0
7/19/14,7:30 AM,female,mobile,0
7/19/14,7:31 AM,female,mobile,0
7/19/14,7:40 AM,male,mobile,0
7/19/14,7:43 AM,male,tablet,0
7/19/14,7:47 AM,male,mobile,0
7/19/14,7:50 AM,female,mobile,0
7/19/14,7:52 AM,male,desktop,0
7/19/14,7:56 AM,male,desktop,0
7/19/14,8:05 AM,female,tablet,1
7/19/14,8:08 AM,female,desktop,0
7/19/14,8:10 AM,male,tablet,0
7/19/14,8:15 AM,female,mobile,1
7/19/14,8:17 AM,female,desktop,1
7/19/14,8:31 AM,female,mobile,1
7/19/14,8:32 AM,female,desktop,0
7/19/14,8:34 AM,male,tablet,0
7/19/14,8:36 AM,female,mobile,0
7/19/14,8:41 AM,male,tablet,1
7/19/14,8:45 AM,female,desktop,1
7/19/14,8:45 AM,male,mobile,1
7/19/14,8:47 AM,female,tablet,1
7/19/14,8:49 AM,male,desktop,1
7/19/14,8:56 AM,female,mobile,0
7/19/14,9:00 AM,female,tablet,1
7/19/14,9:05 AM,female,mobile,1
7/19/14,9:05 AM,male,mobile,1
7/19/14,9:13 AM,female,tablet,0
7/19/14,9:28 AM,male,tablet,0
7/19/14,9:32 AM,female,tablet,1
7/19/14,9:39 AM,male,mobile,0
7/19/14,9:39 AM,male,mobile,1
7/19/14,9:46 AM,male,mobile,0
7/19/14,9:50 AM,female,desktop,0
7/19/14,9:53 AM,female,mobile,1
7/19/14,9:56 AM,male,tablet,1
7/19/14,9:59 AM,female,tablet,1
7/19/14,10:07 AM,male,tablet,1
7/19/14,10:13 AM,female,tablet,0
7/19/14,10:14 AM,female,tablet,1
7/19/14,10:14 AM,male,tablet,1
7/19/14,10:21 AM,male,tablet,1
7/19/14,10:24 AM,female,tablet,1
7/19/14,10:32 AM,male,mobile,1
7/19/14,10:35 AM,female,tablet,0
7/19/14,10:49 AM,female,tablet,1
7/19/14,10:50 AM,male,desktop,1
7/19/14,10:53 AM,male,mobile,1
7/19/14,10:54 AM,female,desktop,0
7/19/14,10:58 AM,female,mobile,0
7/19/14,11:02 AM,female,mobile,1
7/19/14,11:20 AM,male,mobile,1
7/19/14,11:24 AM,male,tablet,0
7/19/14,11:30 AM,male,mobile,1
7/19/14,11:30 AM,female,mobile,0
7/19/14,11:32 AM,female,mobile,1
7/19/14,11:42 AM,male,desktop,0
7/19/14,11:43 AM,female,mobile,0
7/19/14,11:46 AM,female,mobile,0
7/19/14,11:47 AM,male,tablet,0
7/19/14,11:59 AM,female,tablet,0
7/19/14,12:23 PM,female,mobile,1
7/19/14,12:24 PM,male,tablet,1
7/19/14,12:26 PM,male,tablet,1
7/19/14,12:30 PM,male,tablet,1
7/19/14,12:36 PM,male,tablet,0
7/19/14,12:39 PM,female,desktop,1
7/19/14,12:47 PM,female,tablet,1
7/19/14,1:00 PM,male,desktop,1
7/19/14,1:04 PM,female,tablet,0
7/19/14,1:06 PM,male,mobile,1
7/19/14,1:12 PM,female,mobile,1
7/19/14,1:17 PM,female,tablet,1
7/19/14,1:19 PM,male,tablet,1
7/19/14,1:21 PM,female,desktop,1
7/19/14,1:25 PM,male,tablet,1
7/19/14,1:25 PM,male,tablet,1
7/19/14,1:39 PM,female,tablet,1
7/19/14,1:44 PM,male,tablet,1
7/19/14,1:47 PM,male,mobile,0
7/19/14,1:51 PM,male,tablet,0
7/19/14,1:52 PM,female,tablet,1
7/19/14,1:54 PM,female,tablet,0
7/19/14,1:54 PM,female,tablet,0
